id,event_unique_id,occurrence_year,occurrence_date,occurrence_time,reported_year,reported_date,reported_time,division,location_type,age_bias,mental_or_physical_disability,race_bias,ethnicity_bias,language_bias,religion_bias,sexual_orientation_bias,gender_bias,multiple_bias,primary_offence,hood_158,neighbourhood_158,hood_140,neighbourhood_140,arrest_made,occurrence_month,primary_offence_simplified,division_area
846,GO-2022967269,2022,2022-05-21,930,2022,2022-05-23,1050,D22,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),NO,5,Property Crimes,Etobicoke
848,GO-2022982864,2022,2022-05-25,1336,2022,2022-05-25,1336,D13,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Assault With a Weapon,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),YES,5,Assault,Etobicoke-York
849,GO-2022996418,2022,2022-05-27,1041,2022,2022-05-27,1041,D22,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO,5,Property Crimes,Etobicoke
850,GO-20221019688,2022,2022-05-30,1555,2022,2022-05-30,1555,D52,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),YES,5,Assault,Toronto-East York
851,GO-20221028472,2022,2022-05-31,1500,2022,2022-05-31,1832,D43,Residential,NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,139,Scarborough Village (139),139,Scarborough Village (139),NO,5,Threats and Harassment,Scarborough
852,GO-20221046731,2022,2022-06-01,1500,2022,2022-06-03,1136,D41,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO,6,Assault,Scarborough
853,GO-20221040715,2022,2022-06-02,1215,2022,2022-06-02,1402,D31,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES,6,Property Crimes,North York
854,GO-20221069599,2022,2022-06-02,1600,2022,2022-06-06,1352,D41,Educational,NO,NO,Black,None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,157,Bendale South (157),127,Bendale (127),NO,6,Property Crimes,Scarborough
855,GO-20221072111,2022,2022-06-06,200,2022,2022-06-06,1851,D31,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES,6,Property Crimes,North York
856,GO-20221070240,2022,2022-06-06,1420,2022,2022-06-06,1420,D52,Commercial/Business,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,6,Threats and Harassment,Toronto-East York
857,GO-20221078809,2022,2022-06-07,1933,2022,2022-06-07,1933,D55,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Interfere With Property,057,Broadview North (57),057,Broadview North (57),NO,6,Property Crimes,Toronto-East York
859,GO-20221115446,2022,2022-06-12,1953,2022,2022-06-12,1953,D51,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES,6,Assault,Toronto-East York
860,GO-20221115960,2022,2022-06-12,2115,2022,2022-06-12,2126,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,074,North St.James Town (74),074,North St.James Town (74),YES,6,Assault,Toronto-East York
861,GO-20221132313,2022,2022-06-15,600,2022,2022-06-15,600,D55,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,070,South Riverdale (70),070,South Riverdale (70),NO,6,Threats and Harassment,Toronto-East York
862,GO-20221170289,2022,2022-06-17,1630,2022,2022-06-20,1343,D32,Educational,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO,6,Property Crimes,North York
863,GO-20221153570,2022,2022-06-17,2200,2022,2022-06-18,448,D33,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO,6,Property Crimes,North York
864,GO-20221149694,2022,2022-06-17,1222,2022,2022-06-17,1223,D22,Public Spaces/Transportation,NO,NO,None,Other Ethnicity not mentioned,None,None,None,Woman,YES,Murder,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),YES,6,Violent Crimes,Etobicoke
865,GO-20221169688,2022,2022-06-20,1205,2022,2022-06-20,1205,D43,Educational,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,142,Woburn North (142),137,Woburn (137),NO,6,Property Crimes,Scarborough
866,GO-20221171643,2022,2022-06-20,1700,2022,2022-06-20,2031,D22,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO,6,Assault,Etobicoke
867,GO-20221183314,2022,2022-06-22,1201,2022,2022-06-22,1201,D42,Residential,NO,NO,None,Other Ethnicity not mentioned,None,None,None,None,NO,Assault,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),YES,6,Assault,Scarborough
868,GO-20221183437,2022,2022-06-22,1000,2022,2022-06-22,1000,D51,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,6,Assault,Toronto-East York
869,GO-20221550055,2022,2022-06-24,49,2022,2022-08-12,740,D55,Residential,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,070,South Riverdale (70),070,South Riverdale (70),NO,6,Property Crimes,Toronto-East York
870,GO-20221198264,2022,2022-06-24,959,2022,2022-06-24,1932,D51,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO,6,Property Crimes,Toronto-East York
871,GO-20221202397,2022,2022-06-24,2030,2022,2022-06-24,2030,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault With a Weapon,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO,6,Assault,Toronto-East York
872,GO-20221211711,2022,2022-06-26,445,2022,2022-06-26,445,D51,Healthcare,NO,NO,None,None,None,None,None,Woman,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,6,Assault,Toronto-East York
873,GO-20221322730,2022,2022-06-29,1700,2022,2022-07-11,1526,D52,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,6,Assault,Toronto-East York
874,GO-20221270650,2022,2022-06-30,1519,2022,2022-07-04,1613,D31,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES,6,Property Crimes,North York
875,GO-20221480609,2022,2022-06-30,1,2022,2022-08-02,1119,D43,Government/Public Buildings,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,156,Bendale-Glen Andrew (156),127,Bendale (127),NO,6,Property Crimes,Scarborough
876,GO-20221254600,2022,2022-06-30,1520,2022,2022-07-02,907,D31,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES,6,Property Crimes,North York
877,GO-20221271322,2022,2022-07-01,1542,2022,2022-07-05,1230,D55,Residential,NO,NO,None,Indian,None,None,Gay,None,YES,Harassing Communications,066,Danforth (66),066,Danforth (66),NO,7,Threats and Harassment,Toronto-East York
879,GO-20221259546,2022,2022-07-02,2300,2022,2022-07-02,2357,D51,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO,7,Property Crimes,Toronto-East York
880,GO-20221334948,2022,2022-07-09,100,2022,2022-07-13,1255,D32,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO,7,Property Crimes,North York
881,GO-20221315604,2022,2022-07-10,1526,2022,2022-07-10,1531,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault With a Weapon,073,Moss Park (73),073,Moss Park (73),NO,7,Assault,Toronto-East York
882,GO-20221313535,2022,2022-07-10,1103,2022,2022-07-10,1103,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO,7,Property Crimes,North York
883,GO-20221321249,2022,2022-07-10,600,2022,2022-07-11,1142,D32,Educational,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO,7,Property Crimes,North York
884,GO-20221338598,2022,2022-07-13,615,2022,2022-07-13,1824,D52,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES,7,Property Crimes,Toronto-East York
886,GO-20221350373,2022,2022-07-15,1100,2022,2022-07-15,1121,D41,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO,7,Property Crimes,Scarborough
887,GO-20221379473,2022,2022-07-19,1303,2022,2022-07-19,1550,D53,Commercial/Business,NO,NO,None,None,Spanish,None,None,None,NO,Assault With a Weapon,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO,7,Assault,Toronto-East York
889,GO-20221398643,2022,2022-07-21,2336,2022,2022-07-21,2336,D14,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO,7,Assault,Etobicoke-York
891,GO-20221458643,2022,2022-07-30,545,2022,2022-07-30,600,D14,Public Spaces/Transportation,NO,NO,None,Other Ethnicity not mentioned,None,None,None,None,NO,Assault,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),NO,7,Assault,Etobicoke-York
892,GO-20221459051,2022,2022-07-30,829,2022,2022-07-30,829,D33,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO,7,Property Crimes,North York
894,GO-20229031577,2022,2022-08-12,155,2022,2022-08-17,1105,D41,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO,8,Property Crimes,Scarborough
895,GO-20221550771,2022,2022-08-12,945,2022,2022-08-12,945,D32,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO,8,Property Crimes,North York
896,GO-20221559416,2022,2022-08-13,1120,2022,2022-08-13,1731,D55,Residential,NO,NO,None,None,None,None,2SLGBTQ+,Transgender,YES,Criminal Harassment,064,Woodbine Corridor (64),064,Woodbine Corridor (64),NO,8,Threats and Harassment,Toronto-East York
897,GO-20221592493,2022,2022-08-15,0,2022,2022-08-18,1016,D55,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,061,Taylor-Massey (61),061,Taylor-Massey (61),NO,8,Property Crimes,Toronto-East York
898,GO-20221873069,2022,2022-08-16,1315,2022,2022-09-26,1118,D52,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO,8,Property Crimes,Toronto-East York
899,GO-20221593831,2022,2022-08-17,1200,2022,2022-08-18,1154,D53,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO,8,Property Crimes,Toronto-East York
900,GO-20221601090,2022,2022-08-19,100,2022,2022-08-19,1147,D33,Religious,NO,NO,None,None,None,Christian,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",052,Bayview Village (52),052,Bayview Village (52),NO,8,Property Crimes,North York
901,GO-20221643379,2022,2022-08-20,2000,2022,2022-08-25,1111,D55,Public Spaces/Transportation,NO,NO,None,Ukrainian,None,None,None,None,NO,Mischief Interfere With Property,063,The Beaches (63),063,The Beaches (63),NO,8,Property Crimes,Toronto-East York
902,GO-20221665645,2022,2022-08-27,1900,2022,2022-08-28,1400,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,8,Assault,Toronto-East York
903,GO-20221659442,2022,2022-08-27,1526,2022,2022-08-27,1531,D51,Public Spaces/Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,8,Assault,Toronto-East York
904,GO-20221696014,2022,2022-08-28,300,2022,2022-09-01,1600,D22,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,158,Islington (158),014,Islington-City Centre West (14),NO,8,Assault,Etobicoke
905,GO-20221679603,2022,2022-08-29,100,2022,2022-08-30,1244,D41,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,156,Bendale-Glen Andrew (156),127,Bendale (127),NO,8,Property Crimes,Scarborough
907,GO-20221838143,2022,2022-09-02,2301,2022,2022-09-21,1031,D14,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO,9,Property Crimes,Etobicoke-York
908,GO-20221760894,2022,2022-09-07,800,2022,2022-09-10,1303,D41,Healthcare,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,126,Dorset Park (126),126,Dorset Park (126),NO,9,Property Crimes,Scarborough
909,GO-20221739482,2022,2022-09-07,1625,2022,2022-09-07,1649,D43,Residential,NO,NO,South Asian,None,None,None,None,None,NO,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),YES,9,Assault,Scarborough
910,GO-20221793000,2022,2022-09-07,2058,2022,2022-09-14,2058,D55,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO,9,Property Crimes,Toronto-East York
911,GO-20221745185,2022,2022-09-08,1209,2022,2022-09-08,1209,D52,Public Spaces/Transportation,NO,NO,Indigenous,None,None,None,None,None,NO,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO,9,Property Crimes,Toronto-East York
912,GO-20221782251,2022,2022-09-10,2100,2022,2022-09-13,1600,D55,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,063,The Beaches (63),063,The Beaches (63),NO,9,Assault,Toronto-East York
913,GO-20221779281,2022,2022-09-13,130,2022,2022-09-13,222,D53,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,173,North Toronto (173),104,Mount Pleasant West (104),NO,9,Assault,Toronto-East York
914,GO-20221796343,2022,2022-09-15,1058,2022,2022-09-15,1208,D41,Educational,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,124,Kennedy Park (124),124,Kennedy Park (124),NO,9,Threats and Harassment,Scarborough
915,GO-20221803072,2022,2022-09-16,937,2022,2022-09-16,937,NSA,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO,9,Property Crimes,Other
916,GO-20221813311,2022,2022-09-17,1815,2022,2022-09-17,1815,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Assault With a Weapon,074,North St.James Town (74),074,North St.James Town (74),NO,9,Assault,Toronto-East York
917,GO-20221833424,2022,2022-09-20,1555,2022,2022-09-20,1555,D55,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Interfere With Property,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO,9,Property Crimes,Toronto-East York
918,GO-20221879948,2022,2022-09-20,1600,2022,2022-09-27,1005,D41,Residential,NO,NO,None,None,None,None,Lesbian,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),YES,9,Assault,Scarborough
919,GO-20221847895,2022,2022-09-22,1750,2022,2022-09-22,1750,D51,Residential,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,9,Assault,Toronto-East York
920,GO-20221888376,2022,2022-09-23,815,2022,2022-09-28,1217,D32,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,155,Downsview (155),026,Downsview-Roding-CFB (26),NO,9,Property Crimes,North York
921,GO-20221851240,2022,2022-09-23,730,2022,2022-09-23,1224,D53,Public Spaces/Transportation,NO,NO,None,African,None,None,None,None,NO,Assault With a Weapon,095,Annex (95),095,Annex (95),NO,9,Assault,Toronto-East York
922,GO-20221863196,2022,2022-09-24,2106,2022,2022-09-24,2106,D52,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES,9,Assault,Toronto-East York
923,GO-20221873002,2022,2022-09-26,1107,2022,2022-09-26,1502,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,9,Assault,Toronto-East York
924,GO-20221921872,2022,2022-09-30,2359,2022,2022-10-03,735,D33,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,043,Victoria Village (43),043,Victoria Village (43),NO,9,Property Crimes,North York
